index,xnand2_size,xnor2_size,buffer_0_size,buffer_1_size,tplh,tphl,tp,temper,alter#
568,3.0,4.0,7.0,18.0,-9.593e-10,1.039e-09,3.972e-11,25.0,1
569,3.0,4.0,7.0,21.0,-9.599e-10,1.039e-09,3.9310000000000004e-11,25.0,1
570,3.0,4.0,7.0,24.0,-9.602e-10,1.038e-09,3.915999999999999e-11,25.0,1
571,3.0,4.0,7.0,27.0,-9.602e-10,1.039e-09,3.9170000000000005e-11,25.0,1
572,3.0,4.0,7.0,30.0,-9.602e-10,1.039e-09,3.928e-11,25.0,1
573,3.0,4.0,7.0,33.0,-9.6e-10,1.039e-09,3.948e-11,25.0,1
574,3.0,4.0,7.0,36.0,-9.598e-10,1.039e-09,3.972e-11,25.0,1
575,3.0,4.0,8.0,18.0,-9.592e-10,1.039e-09,3.977e-11,25.0,1
576,3.0,4.0,8.0,21.0,-9.598e-10,1.038e-09,3.929e-11,25.0,1
577,3.0,4.0,8.0,24.0,-9.601e-10,1.038e-09,3.907e-11,25.0,1
578,3.0,4.0,8.0,27.0,-9.602e-10,1.038e-09,3.903e-11,25.0,1
579,3.0,4.0,8.0,30.0,-9.602e-10,1.038e-09,3.9090000000000004e-11,25.0,1
580,3.0,4.0,8.0,33.0,-9.601e-10,1.039e-09,3.922e-11,25.0,1
581,3.0,4.0,8.0,36.0,-9.599e-10,1.039e-09,3.94e-11,25.0,1
582,3.0,4.0,9.0,18.0,-9.589e-10,1.039e-09,3.9890000000000004e-11,25.0,1
583,3.0,4.0,9.0,21.0,-9.596e-10,1.038e-09,3.9369999999999996e-11,25.0,1
584,3.0,4.0,9.0,24.0,-9.6e-10,1.038e-09,3.9109999999999995e-11,25.0,1
585,3.0,4.0,9.0,27.0,-9.601e-10,1.038e-09,3.9e-11,25.0,1
586,3.0,4.0,9.0,30.0,-9.601e-10,1.038e-09,3.9020000000000005e-11,25.0,1
587,3.0,4.0,9.0,33.0,-9.601e-10,1.038e-09,3.9119999999999996e-11,25.0,1
588,3.0,4.0,9.0,36.0,-9.599e-10,1.038e-09,3.9259999999999995e-11,25.0,1
589,4.0,1.0,3.0,18.0,-9.542e-10,1.045e-09,4.538e-11,25.0,1
590,4.0,1.0,3.0,21.0,-9.541e-10,1.045e-09,4.5669999999999996e-11,25.0,1
591,4.0,1.0,3.0,24.0,-9.537000000000001e-10,1.046e-09,4.619e-11,25.0,1
592,4.0,1.0,3.0,27.0,-9.531000000000002e-10,1.047e-09,4.6869999999999996e-11,25.0,1
593,4.0,1.0,3.0,30.0,-9.524e-10,1.048e-09,4.761e-11,25.0,1
594,4.0,1.0,3.0,33.0,-9.516000000000001e-10,1.049e-09,4.8439999999999996e-11,25.0,1
595,4.0,1.0,3.0,36.0,-9.508e-10,1.049e-09,4.932e-11,25.0,1
596,4.0,1.0,4.0,18.0,-9.539e-10,1.0440000000000001e-09,4.509e-11,25.0,1
597,4.0,1.0,4.0,21.0,-9.54e-10,1.0440000000000001e-09,4.5130000000000003e-11,25.0,1
598,4.0,1.0,4.0,24.0,-9.538e-10,1.045e-09,4.54e-11,25.0,1
599,4.0,1.0,4.0,27.0,-9.535e-10,1.045e-09,4.581e-11,25.0,1
600,4.0,1.0,4.0,30.0,-9.53e-10,1.046e-09,4.632e-11,25.0,1
601,4.0,1.0,4.0,33.0,-9.525e-10,1.046e-09,4.6890000000000006e-11,25.0,1
602,4.0,1.0,4.0,36.0,-9.519e-10,1.047e-09,4.75e-11,25.0,1
603,4.0,1.0,5.0,18.0,-9.529e-10,1.0440000000000001e-09,4.5570000000000004e-11,25.0,1
604,4.0,1.0,5.0,21.0,-9.532e-10,1.0440000000000001e-09,4.545e-11,25.0,1
605,4.0,1.0,5.0,24.0,-9.531000000000002e-10,1.0440000000000001e-09,4.556e-11,25.0,1
606,4.0,1.0,5.0,27.0,-9.529e-10,1.045e-09,4.582999999999999e-11,25.0,1
607,4.0,1.0,5.0,30.0,-9.526e-10,1.045e-09,4.619e-11,25.0,1
608,4.0,1.0,5.0,33.0,-9.521e-10,1.045e-09,4.661e-11,25.0,1
609,4.0,1.0,5.0,36.0,-9.516000000000001e-10,1.046e-09,4.7079999999999994e-11,25.0,1
610,4.0,1.0,6.0,18.0,-9.515e-10,1.0440000000000001e-09,4.644e-11,25.0,1
611,4.0,1.0,6.0,21.0,-9.518e-10,1.0440000000000001e-09,4.6179999999999996e-11,25.0,1
612,4.0,1.0,6.0,24.0,-9.519e-10,1.0440000000000001e-09,4.621e-11,25.0,1
613,4.0,1.0,6.0,27.0,-9.518e-10,1.045e-09,4.636e-11,25.0,1
614,4.0,1.0,6.0,30.0,-9.515e-10,1.045e-09,4.6630000000000005e-11,25.0,1
615,4.0,1.0,6.0,33.0,-9.512000000000002e-10,1.045e-09,4.696e-11,25.0,1
616,4.0,1.0,6.0,36.0,-9.508e-10,1.045e-09,4.733e-11,25.0,1
617,4.0,1.0,7.0,18.0,-9.498e-10,1.045e-09,4.753e-11,25.0,1
618,4.0,1.0,7.0,21.0,-9.503e-10,1.045e-09,4.7210000000000004e-11,25.0,1
619,4.0,1.0,7.0,24.0,-9.504e-10,1.045e-09,4.7140000000000005e-11,25.0,1
620,4.0,1.0,7.0,27.0,-9.504e-10,1.045e-09,4.722e-11,25.0,1
621,4.0,1.0,7.0,30.0,-9.502e-10,1.045e-09,4.742e-11,25.0,1
622,4.0,1.0,7.0,33.0,-9.5e-10,1.045e-09,4.767e-11,25.0,1
623,4.0,1.0,7.0,36.0,-9.497e-10,1.046e-09,4.7970000000000003e-11,25.0,1
624,4.0,1.0,8.0,18.0,-9.48e-10,1.046e-09,4.8799999999999996e-11,25.0,1
625,4.0,1.0,8.0,21.0,-9.486e-10,1.045e-09,4.839000000000001e-11,25.0,1
626,4.0,1.0,8.0,24.0,-9.487999999999999e-10,1.045e-09,4.8259999999999997e-11,25.0,1
627,4.0,1.0,8.0,27.0,-9.487999999999999e-10,1.045e-09,4.828e-11,25.0,1
628,4.0,1.0,8.0,30.0,-9.487e-10,1.046e-09,4.841e-11,25.0,1
629,4.0,1.0,8.0,33.0,-9.485e-10,1.046e-09,4.861e-11,25.0,1
630,4.0,1.0,8.0,36.0,-9.482e-10,1.046e-09,4.8850000000000005e-11,25.0,1
631,4.0,1.0,9.0,18.0,-9.461e-10,1.046e-09,5.018e-11,25.0,1
632,4.0,1.0,9.0,21.0,-9.467e-10,1.046e-09,4.9700000000000007e-11,25.0,1
633,4.0,1.0,9.0,24.0,-9.470000000000001e-10,1.046e-09,4.9500000000000004e-11,25.0,1
634,4.0,1.0,9.0,27.0,-9.471e-10,1.046e-09,4.9479999999999994e-11,25.0,1
635,4.0,1.0,9.0,30.0,-9.470000000000001e-10,1.046e-09,4.956e-11,25.0,1
636,4.0,1.0,9.0,33.0,-9.469e-10,1.046e-09,4.972e-11,25.0,1
637,4.0,1.0,9.0,36.0,-9.466e-10,1.046e-09,4.992e-11,25.0,1
638,4.0,2.0,3.0,18.0,-9.567e-10,1.0440000000000001e-09,4.35e-11,25.0,1
639,4.0,2.0,3.0,21.0,-9.567e-10,1.0440000000000001e-09,4.377000000000001e-11,25.0,1
640,4.0,2.0,3.0,24.0,-9.562999999999999e-10,1.045e-09,4.425e-11,25.0,1
641,4.0,2.0,3.0,27.0,-9.557000000000001e-10,1.046e-09,4.49e-11,25.0,1
642,4.0,2.0,3.0,30.0,-9.551e-10,1.046e-09,4.563e-11,25.0,1
643,4.0,2.0,3.0,33.0,-9.544e-10,1.047e-09,4.644e-11,25.0,1
644,4.0,2.0,3.0,36.0,-9.536e-10,1.048e-09,4.731e-11,25.0,1
645,4.0,2.0,4.0,18.0,-9.575e-10,1.042e-09,4.2389999999999995e-11,25.0,1
646,4.0,2.0,4.0,21.0,-9.577000000000001e-10,1.042e-09,4.2380000000000006e-11,25.0,1
647,4.0,2.0,4.0,24.0,-9.575999999999999e-10,1.043e-09,4.261e-11,25.0,1
648,4.0,2.0,4.0,27.0,-9.573e-10,1.043e-09,4.2979999999999997e-11,25.0,1
649,4.0,2.0,4.0,30.0,-9.568e-10,1.0440000000000001e-09,4.346e-11,25.0,1
650,4.0,2.0,4.0,33.0,-9.564000000000001e-10,1.0440000000000001e-09,4.4e-11,25.0,1
651,4.0,2.0,4.0,36.0,-9.558e-10,1.045e-09,4.4590000000000004e-11,25.0,1
652,4.0,2.0,5.0,18.0,-9.575e-10,1.042e-09,4.206000000000001e-11,25.0,1
653,4.0,2.0,5.0,21.0,-9.578e-10,1.042e-09,4.188e-11,25.0,1
654,4.0,2.0,5.0,24.0,-9.579e-10,1.042e-09,4.195e-11,25.0,1
655,4.0,2.0,5.0,27.0,-9.578e-10,1.042e-09,4.215999999999999e-11,25.0,1
656,4.0,2.0,5.0,30.0,-9.575e-10,1.042e-09,4.248e-11,25.0,1
657,4.0,2.0,5.0,33.0,-9.571e-10,1.043e-09,4.286e-11,25.0,1
658,4.0,2.0,5.0,36.0,-9.567e-10,1.043e-09,4.3299999999999995e-11,25.0,1
659,4.0,2.0,6.0,18.0,-9.572e-10,1.041e-09,4.21e-11,25.0,1
660,4.0,2.0,6.0,21.0,-9.575999999999999e-10,1.041e-09,4.1799999999999994e-11,25.0,1
661,4.0,2.0,6.0,24.0,-9.578e-10,1.041e-09,4.175e-11,25.0,1
662,4.0,2.0,6.0,27.0,-9.577000000000001e-10,1.041e-09,4.188e-11,25.0,1
663,4.0,2.0,6.0,30.0,-9.575e-10,1.042e-09,4.2110000000000004e-11,25.0,1
664,4.0,2.0,6.0,33.0,-9.573e-10,1.042e-09,4.2380000000000006e-11,25.0,1
665,4.0,2.0,6.0,36.0,-9.57e-10,1.042e-09,4.2719999999999996e-11,25.0,1
666,4.0,2.0,7.0,18.0,-9.567e-10,1.041e-09,4.236999999999999e-11,25.0,1
667,4.0,2.0,7.0,21.0,-9.572e-10,1.041e-09,4.1970000000000005e-11,25.0,1
668,4.0,2.0,7.0,24.0,-9.573999999999998e-10,1.041e-09,4.186e-11,25.0,1
669,4.0,2.0,7.0,27.0,-9.573999999999998e-10,1.041e-09,4.1909999999999994e-11,25.0,1
670,4.0,2.0,7.0,30.0,-9.573e-10,1.041e-09,4.206000000000001e-11,25.0,1
671,4.0,2.0,7.0,33.0,-9.571e-10,1.042e-09,4.226e-11,25.0,1
672,4.0,2.0,7.0,36.0,-9.568e-10,1.042e-09,4.254e-11,25.0,1
673,4.0,2.0,8.0,18.0,-9.56e-10,1.042e-09,4.2770000000000005e-11,25.0,1
674,4.0,2.0,8.0,21.0,-9.566000000000002e-10,1.041e-09,4.2319999999999996e-11,25.0,1
675,4.0,2.0,8.0,24.0,-9.568999999999999e-10,1.041e-09,4.2139999999999996e-11,25.0,1
676,4.0,2.0,8.0,27.0,-9.568999999999999e-10,1.041e-09,4.213000000000001e-11,25.0,1
677,4.0,2.0,8.0,30.0,-9.568999999999999e-10,1.041e-09,4.221e-11,25.0,1
678,4.0,2.0,8.0,33.0,-9.567e-10,1.041e-09,4.2380000000000006e-11,25.0,1
679,4.0,2.0,8.0,36.0,-9.565e-10,1.042e-09,4.2590000000000005e-11,25.0,1
680,4.0,2.0,9.0,18.0,-9.552000000000002e-10,1.042e-09,4.327e-11,25.0,1
681,4.0,2.0,9.0,21.0,-9.559e-10,1.041e-09,4.2759999999999996e-11,25.0,1
682,4.0,2.0,9.0,24.0,-9.562e-10,1.041e-09,4.254e-11,25.0,1
683,4.0,2.0,9.0,27.0,-9.562999999999999e-10,1.041e-09,4.248e-11,25.0,1
684,4.0,2.0,9.0,30.0,-9.562999999999999e-10,1.041e-09,4.253e-11,25.0,1
685,4.0,2.0,9.0,33.0,-9.562e-10,1.041e-09,4.264000000000001e-11,25.0,1
686,4.0,2.0,9.0,36.0,-9.56e-10,1.042e-09,4.281e-11,25.0,1
687,4.0,3.0,3.0,18.0,-9.567e-10,1.0440000000000001e-09,4.3530000000000004e-11,25.0,1
688,4.0,3.0,3.0,21.0,-9.567e-10,1.0440000000000001e-09,4.379e-11,25.0,1
689,4.0,3.0,3.0,24.0,-9.562999999999999e-10,1.045e-09,4.4270000000000006e-11,25.0,1
690,4.0,3.0,3.0,27.0,-9.558e-10,1.046e-09,4.49e-11,25.0,1
691,4.0,3.0,3.0,30.0,-9.552000000000002e-10,1.046e-09,4.5640000000000003e-11,25.0,1
692,4.0,3.0,3.0,33.0,-9.544e-10,1.047e-09,4.6450000000000005e-11,25.0,1
693,4.0,3.0,3.0,36.0,-9.536e-10,1.048e-09,4.731e-11,25.0,1
694,4.0,3.0,4.0,18.0,-9.578e-10,1.042e-09,4.215e-11,25.0,1
695,4.0,3.0,4.0,21.0,-9.58e-10,1.042e-09,4.213000000000001e-11,25.0,1
696,4.0,3.0,4.0,24.0,-9.58e-10,1.043e-09,4.233e-11,25.0,1
697,4.0,3.0,4.0,27.0,-9.577000000000001e-10,1.043e-09,4.2700000000000005e-11,25.0,1
698,4.0,3.0,4.0,30.0,-9.573e-10,1.0440000000000001e-09,4.3170000000000004e-11,25.0,1
699,4.0,3.0,4.0,33.0,-9.568e-10,1.0440000000000001e-09,4.370000000000001e-11,25.0,1
700,4.0,3.0,4.0,36.0,-9.562999999999999e-10,1.045e-09,4.428000000000001e-11,25.0,1
701,4.0,3.0,5.0,18.0,-9.582e-10,1.041e-09,4.155e-11,25.0,1
702,4.0,3.0,5.0,21.0,-9.586e-10,1.041e-09,4.134e-11,25.0,1
703,4.0,3.0,5.0,24.0,-9.587e-10,1.041e-09,4.1390000000000005e-11,25.0,1
704,4.0,3.0,5.0,27.0,-9.585e-10,1.042e-09,4.161e-11,25.0,1
705,4.0,3.0,5.0,30.0,-9.582999999999999e-10,1.042e-09,4.19e-11,25.0,1
706,4.0,3.0,5.0,33.0,-9.579e-10,1.043e-09,4.2290000000000003e-11,25.0,1
707,4.0,3.0,5.0,36.0,-9.575e-10,1.043e-09,4.271000000000001e-11,25.0,1
708,4.0,3.0,6.0,18.0,-9.582e-10,1.041e-09,4.135e-11,25.0,1
709,4.0,3.0,6.0,21.0,-9.587e-10,1.041e-09,4.1020000000000004e-11,25.0,1
710,4.0,3.0,6.0,24.0,-9.589e-10,1.041e-09,4.096e-11,25.0,1
711,4.0,3.0,6.0,27.0,-9.587999999999998e-10,1.041e-09,4.1060000000000005e-11,25.0,1
712,4.0,3.0,6.0,30.0,-9.587e-10,1.041e-09,4.1259999999999995e-11,25.0,1
713,4.0,3.0,6.0,33.0,-9.584e-10,1.042e-09,4.1530000000000004e-11,25.0,1
714,4.0,3.0,6.0,36.0,-9.582e-10,1.042e-09,4.186e-11,25.0,1
715,4.0,3.0,7.0,18.0,-9.58e-10,1.041e-09,4.134e-11,25.0,1
716,4.0,3.0,7.0,21.0,-9.586e-10,1.041e-09,4.0939999999999996e-11,25.0,1
717,4.0,3.0,7.0,24.0,-9.587999999999998e-10,1.04e-09,4.08e-11,25.0,1
718,4.0,3.0,7.0,27.0,-9.589e-10,1.041e-09,4.0829999999999996e-11,25.0,1
719,4.0,3.0,7.0,30.0,-9.587999999999998e-10,1.041e-09,4.0950000000000005e-11,25.0,1
720,4.0,3.0,7.0,33.0,-9.586e-10,1.041e-09,4.1159999999999997e-11,25.0,1
721,4.0,3.0,7.0,36.0,-9.584e-10,1.041e-09,4.1409999999999996e-11,25.0,1
722,4.0,3.0,8.0,18.0,-9.577000000000001e-10,1.041e-09,4.149e-11,25.0,1
723,4.0,3.0,8.0,21.0,-9.584e-10,1.04e-09,4.1020000000000004e-11,25.0,1
724,4.0,3.0,8.0,24.0,-9.586e-10,1.04e-09,4.0819999999999994e-11,25.0,1
725,4.0,3.0,8.0,27.0,-9.587e-10,1.04e-09,4.079e-11,25.0,1
726,4.0,3.0,8.0,30.0,-9.587e-10,1.04e-09,4.086e-11,25.0,1
727,4.0,3.0,8.0,33.0,-9.586e-10,1.041e-09,4.1e-11,25.0,1
728,4.0,3.0,8.0,36.0,-9.584e-10,1.041e-09,4.1189999999999996e-11,25.0,1
729,4.0,3.0,9.0,18.0,-9.573e-10,1.041e-09,4.174000000000001e-11,25.0,1
730,4.0,3.0,9.0,21.0,-9.58e-10,1.04e-09,4.121e-11,25.0,1
731,4.0,3.0,9.0,24.0,-9.582999999999999e-10,1.04e-09,4.0939999999999996e-11,25.0,1
732,4.0,3.0,9.0,27.0,-9.585e-10,1.04e-09,4.087e-11,25.0,1
733,4.0,3.0,9.0,30.0,-9.585e-10,1.04e-09,4.0899999999999996e-11,25.0,1
734,4.0,3.0,9.0,33.0,-9.584e-10,1.04e-09,4.1e-11,25.0,1
735,4.0,3.0,9.0,36.0,-9.582999999999999e-10,1.041e-09,4.1149999999999995e-11,25.0,1
736,4.0,4.0,3.0,18.0,-9.561e-10,1.0440000000000001e-09,4.407e-11,25.0,1
737,4.0,4.0,3.0,21.0,-9.56e-10,1.045e-09,4.431e-11,25.0,1
738,4.0,4.0,3.0,24.0,-9.557000000000001e-10,1.045e-09,4.479e-11,25.0,1
739,4.0,4.0,3.0,27.0,-9.551e-10,1.046e-09,4.543e-11,25.0,1
740,4.0,4.0,3.0,30.0,-9.545e-10,1.047e-09,4.617000000000001e-11,25.0,1
741,4.0,4.0,3.0,33.0,-9.538e-10,1.048e-09,4.696e-11,25.0,1
742,4.0,4.0,3.0,36.0,-9.53e-10,1.049e-09,4.783e-11,25.0,1
743,4.0,4.0,4.0,18.0,-9.573999999999998e-10,1.042e-09,4.255e-11,25.0,1
744,4.0,4.0,4.0,21.0,-9.575999999999999e-10,1.043e-09,4.251e-11,25.0,1
745,4.0,4.0,4.0,24.0,-9.575e-10,1.043e-09,4.271000000000001e-11,25.0,1
746,4.0,4.0,4.0,27.0,-9.572e-10,1.043e-09,4.306e-11,25.0,1
747,4.0,4.0,4.0,30.0,-9.568999999999999e-10,1.0440000000000001e-09,4.3540000000000006e-11,25.0,1
748,4.0,4.0,4.0,33.0,-9.564000000000001e-10,1.045e-09,4.407e-11,25.0,1
749,4.0,4.0,4.0,36.0,-9.558e-10,1.045e-09,4.465e-11,25.0,1
750,4.0,4.0,5.0,18.0,-9.579e-10,1.042e-09,4.1799999999999994e-11,25.0,1
751,4.0,4.0,5.0,21.0,-9.582e-10,1.041e-09,4.1600000000000004e-11,25.0,1
752,4.0,4.0,5.0,24.0,-9.584e-10,1.042e-09,4.163e-11,25.0,1
753,4.0,4.0,5.0,27.0,-9.582e-10,1.042e-09,4.184e-11,25.0,1
754,4.0,4.0,5.0,30.0,-9.581e-10,1.042e-09,4.213000000000001e-11,25.0,1
755,4.0,4.0,5.0,33.0,-9.577000000000001e-10,1.043e-09,4.2520000000000005e-11,25.0,1
756,4.0,4.0,5.0,36.0,-9.573e-10,1.043e-09,4.293e-11,25.0,1
757,4.0,4.0,6.0,18.0,-9.581e-10,1.041e-09,4.1469999999999994e-11,25.0,1
758,4.0,4.0,6.0,21.0,-9.585e-10,1.041e-09,4.1140000000000006e-11,25.0,1
759,4.0,4.0,6.0,24.0,-9.587e-10,1.041e-09,4.1070000000000007e-11,25.0,1
760,4.0,4.0,6.0,27.0,-9.587e-10,1.041e-09,4.117e-11,25.0,1
761,4.0,4.0,6.0,30.0,-9.586e-10,1.041e-09,4.135e-11,25.0,1
762,4.0,4.0,6.0,33.0,-9.584e-10,1.042e-09,4.162e-11,25.0,1
763,4.0,4.0,6.0,36.0,-9.581e-10,1.042e-09,4.194e-11,25.0,1
764,4.0,4.0,7.0,18.0,-9.581e-10,1.041e-09,4.135e-11,25.0,1
765,4.0,4.0,7.0,21.0,-9.586e-10,1.041e-09,4.0939999999999996e-11,25.0,1
766,4.0,4.0,7.0,24.0,-9.589e-10,1.04e-09,4.079e-11,25.0,1
767,4.0,4.0,7.0,27.0,-9.589e-10,1.041e-09,4.08e-11,25.0,1
768,4.0,4.0,7.0,30.0,-9.589e-10,1.041e-09,4.093e-11,25.0,1
769,4.0,4.0,7.0,33.0,-9.587e-10,1.041e-09,4.11e-11,25.0,1
770,4.0,4.0,7.0,36.0,-9.585e-10,1.041e-09,4.135e-11,25.0,1
771,4.0,4.0,8.0,18.0,-9.579e-10,1.041e-09,4.1380000000000003e-11,25.0,1
772,4.0,4.0,8.0,21.0,-9.585e-10,1.04e-09,4.0899999999999996e-11,25.0,1
773,4.0,4.0,8.0,24.0,-9.589e-10,1.04e-09,4.069e-11,25.0,1
774,4.0,4.0,8.0,27.0,-9.589999999999999e-10,1.04e-09,4.0630000000000006e-11,25.0,1
775,4.0,4.0,8.0,30.0,-9.589e-10,1.04e-09,4.0700000000000006e-11,25.0,1
776,4.0,4.0,8.0,33.0,-9.589e-10,1.041e-09,4.0829999999999996e-11,25.0,1
777,4.0,4.0,8.0,36.0,-9.587e-10,1.041e-09,4.1020000000000004e-11,25.0,1
778,4.0,4.0,9.0,18.0,-9.577000000000001e-10,1.041e-09,4.149e-11,25.0,1
779,4.0,4.0,9.0,21.0,-9.582999999999999e-10,1.04e-09,4.0950000000000005e-11,25.0,1
780,4.0,4.0,9.0,24.0,-9.587e-10,1.04e-09,4.0700000000000006e-11,25.0,1
781,4.0,4.0,9.0,27.0,-9.589e-10,1.04e-09,4.06e-11,25.0,1
782,4.0,4.0,9.0,30.0,-9.589e-10,1.04e-09,4.061e-11,25.0,1
783,4.0,4.0,9.0,33.0,-9.587999999999998e-10,1.04e-09,4.072e-11,25.0,1
784,4.0,4.0,9.0,36.0,-9.587e-10,1.04e-09,4.086e-11,25.0,1
